Neighborhood,Race,ContactMonth,Admission,ED,Encounters
Indian Hill,Other race,2022-03-01,0,1,1
Indian Hill,Other race,2022-06-01,0,1,1
Indian Hill,Other race,2022-08-01,1,0,1
Indian Hill,Other race,2022-11-01,0,1,1
Indian Hill,Other race,2022-12-01,1,0,1
Indian Hill,Other race,2023-11-01,1,1,2
Indian Hill,NA,2023-02-01,0,1,1
Kennedy Heights,Black,2019-01-01,0,1,1
Kennedy Heights,Black,2019-02-01,0,1,1
Kennedy Heights,Black,2019-09-01,1,0,1
Kennedy Heights,Black,2019-10-01,0,1,1
Kennedy Heights,Black,2019-12-01,0,1,1
Kennedy Heights,Black,2020-01-01,0,1,1
Kennedy Heights,Black,2020-02-01,0,1,1
Kennedy Heights,Black,2020-10-01,1,0,1
Kennedy Heights,Black,2021-06-01,0,1,1
Kennedy Heights,Black,2021-07-01,0,1,1
Kennedy Heights,Black,2021-09-01,1,0,1
Kennedy Heights,Black,2021-11-01,3,0,3
Kennedy Heights,Black,2022-08-01,1,0,1
Kennedy Heights,Black,2022-09-01,2,1,3
Kennedy Heights,Black,2022-10-01,0,1,1
